k;alpha;nPayments;End Epoch;DeployGas;StartConfirmGas;MaxConfirmGas;MinConfirmGas;PayGas
90;27;16;Yes;6424974;3177800;65056;50056;1736538
90;27;17;No;6424974;787051;65056;50056;734911
90;27;17;Yes;6424974;3219855;65056;50056;1748468
90;27;18;No;6424974;829130;65056;50056;746841
90;27;18;Yes;6424974;3261934;65056;50056;1760398
90;27;19;No;6424974;871184;65056;50056;758771
90;27;19;Yes;6424974;3303989;65056;50056;1772328
90;27;20;No;6424974;913263;65056;50056;770701
90;27;20;Yes;6424974;3346069;65056;50056;1784258
90;27;21;No;6424974;955317;65056;50056;782631
90;27;21;Yes;6424974;3388124;65056;50056;1796188
90;27;22;No;6424974;997395;65056;50056;794561
90;27;22;Yes;6424974;3430203;65056;50056;1808118
90;27;23;No;6424974;1039462;65056;50056;806491
90;27;23;Yes;6424974;3472271;65056;50056;1820048
90;27;24;No;6424974;1081528;65056;50056;818421
90;27;24;Yes;6424974;3514338;65056;50056;1831978
90;27;25;No;6424974;1123583;65056;50056;830351
90;27;25;Yes;6424974;3556393;65056;50056;1843908
90;27;26;No;6424974;1165661;65056;50056;842281
90;27;26;Yes;6424974;3598473;65056;50056;1855838
90;27;27;No;6424974;1207716;65056;50056;854211
90;27;27;Yes;6424974;3640528;65056;50056;1867768
90;27;28;No;6424974;1249794;65056;50056;866141
90;27;28;Yes;6424974;3682608;65056;50056;1879698
90;27;29;No;6424974;1291849;65056;50056;878071
90;27;29;Yes;6424974;3724663;65056;50056;1891628
90;27;30;No;6424974;1333927;65056;50056;890001
90;27;30;Yes;6424974;3766743;65056;50056;1903558
90;27;31;No;6424974;1375994;65056;50056;901931
90;27;31;Yes;6424974;3808810;65056;50056;1915488
90;27;32;No;6424974;1418060;65056;50056;913861
90;27;32;Yes;6424974;3850878;65056;50056;1927418
90;27;33;No;6424974;1460115;65056;50056;925791
90;27;33;Yes;6424974;3892933;65056;50056;1939348
90;27;34;No;6424974;1502194;65056;50056;937721
90;27;34;Yes;6424974;3935013;65056;50056;1951278
90;27;35;No;6424974;1544248;65056;50056;949651
90;27;35;Yes;6424974;3977068;65056;50056;1963208
90;27;36;No;6424974;1586327;65056;50056;961581
90;27;36;Yes;6424974;4019148;65056;50056;1975138
90;27;37;No;6424974;1628382;65056;50056;973511
90;27;37;Yes;6424974;4061203;65056;50056;1987068
90;27;38;No;6424974;1670460;65056;50056;985441
90;27;38;Yes;6424974;4103283;65056;50056;1998998
90;27;39;No;6424974;1712527;65056;50056;997371
90;27;39;Yes;6424974;4145350;65056;50056;2010928
90;27;40;No;6424974;1754594;65056;50056;1009301
90;27;40;Yes;6424974;4187418;65056;50056;2022858
90;27;41;No;6424974;1796648;65056;50056;1021231
90;27;41;Yes;6424974;4229474;65056;50056;2034788
90;27;42;No;6424974;1838727;65056;50056;1033161
90;27;42;Yes;6424974;4271553;65056;50056;2046718
90;27;43;No;6424974;1880782;65056;50056;1045091
90;27;43;Yes;6424974;4313609;65056;50056;2058648
90;27;44;No;6424974;1922861;65056;50056;1057021
90;27;44;Yes;6424974;4355689;65056;50056;2070578
90;27;45;No;6424974;1964915;65056;50056;1068951
90;27;45;Yes;6424974;4397744;65056;50056;2082508
90;27;46;No;6424974;2006994;65056;50056;1080881
90;27;46;Yes;6424974;4439824;65056;50056;2094438
90;27;47;No;6424974;2049061;65056;50056;1092811
90;27;47;Yes;6424974;4481892;65056;50056;2106368
90;27;48;No;6424974;2091128;65056;50056;1104741
90;27;48;Yes;6424974;4523960;65056;50056;2118298
90;27;49;No;6424974;2133171;65056;50056;1116671
90;27;49;Yes;6424974;4566003;65056;50056;2130228
90;27;50;No;6424974;2175250;65056;50056;1128601
90;27;50;Yes;6424974;4608083;65056;50056;2142158
90;27;51;No;6424974;2217304;65056;50056;1140531
90;27;51;Yes;6424974;4650139;65056;50056;2154088
90;27;52;No;6424974;2259383;65056;50056;1152461
90;27;52;Yes;6424974;4692219;65056;50056;2166018
90;27;53;No;6424974;2301438;65056;50056;1164391
90;27;53;Yes;6424974;4734274;65056;50056;2177948
90;27;54;No;6424974;2343517;65056;50056;1176321
90;27;54;Yes;6424974;4776354;65056;50056;2189878
90;27;55;No;6424974;2385584;65056;50056;1188251
90;27;55;Yes;6424974;4818422;65056;50056;2201808
90;27;56;No;6424974;2427651;65056;50056;1200181
90;27;56;Yes;6424974;4860490;65056;50056;2213738
90;27;57;No;6424974;2469694;65056;50056;1212111
90;27;57;Yes;6424974;4902534;65056;50056;2225668
90;27;58;No;6424974;2511773;65056;50056;1224041
90;27;58;Yes;6424974;4944614;65056;50056;2237598
90;27;59;No;6424974;2553828;65056;50056;1235971
90;27;59;Yes;6424974;4986670;65056;50056;2249528
90;27;60;No;6424974;2595907;65056;50056;1247901
90;27;60;Yes;6424974;5028750;65056;50056;2261458
90;27;61;No;6424974;2637962;65056;50056;1259831
90;27;61;Yes;6424974;5070806;65056;50056;2273388
90;27;62;No;6424974;2680041;65056;50056;1271761
90;27;62;Yes;6424974;5112886;65056;50056;2285318
90;27;63;No;6424974;2722096;65056;50056;1283691
90;27;63;Yes;6424974;5154942;65056;50056;2297248
90;27;64;No;6424974;2764163;65056;50056;1295621
90;27;64;Yes;6424974;5197010;65056;50056;2309178
90;27;65;No;6424974;2806218;65056;50056;1307551
90;27;65;Yes;6424974;5239066;65056;50056;2321108
90;27;66;No;6424974;2848297;65056;50056;1319481
90;27;66;Yes;6424974;5281146;65056;50056;2333038
90;27;67;No;6424974;2890353;65056;50056;1331411
90;27;67;Yes;6424974;5323202;65056;50056;2344968
90;27;68;No;6424974;2932432;65056;50056;1343341
90;27;68;Yes;6424974;5365282;65056;50056;2356898
90;27;69;No;6424974;2974487;65056;50056;1355271
90;27;69;Yes;6424974;5407338;65056;50056;2368828
90;27;70;No;6424974;3016566;65056;50056;1367201
90;27;70;Yes;6424974;5449418;65056;50056;2380758
90;27;71;No;6424974;3058633;65056;50056;1379131
90;27;71;Yes;6424974;5491486;65056;50056;2392688
90;27;72;No;6424974;3100700;65056;50056;1391061
90;27;72;Yes;6424974;5533554;65056;50056;2404618
90;27;73;No;6424974;3142756;65056;50056;1402991
90;27;73;Yes;6424974;5575610;65056;50056;2416548
90;27;74;No;6424974;3184835;65056;50056;1414921
90;27;74;Yes;6424974;5617690;65056;50056;2428478
90;27;75;No;6424974;3226890;65056;50056;1426851
90;27;75;Yes;6424974;5659746;65056;50056;2440408
90;27;76;No;6424974;3268969;65056;50056;1438781
90;27;76;Yes;6424974;5701827;65056;50056;2452338
90;27;77;No;6424974;3311025;65056;50056;1450711
90;27;77;Yes;6424974;5743883;65056;50056;2464268
90;27;78;No;6424974;3353104;65056;50056;1462641
90;27;78;Yes;6424974;5785963;65056;50056;2476198
90;27;79;No;6424974;3395159;65056;50056;1474571
90;27;79;Yes;6424974;5828019;65056;50056;2488128
90;27;80;No;6424974;3437227;65056;50056;1486501
90;27;80;Yes;6424974;5870088;65056;50056;2500058
90;27;81;No;6424974;3479282;65056;50056;1498431
90;27;81;Yes;6424974;5912144;65056;50056;2511988
90;27;82;No;6424974;3521361;65056;50056;1510361
90;27;82;Yes;6424974;5954224;65056;50056;2523918
90;27;83;No;6424974;3563417;65056;50056;1522291
90;27;83;Yes;6424974;5996280;65056;50056;2535848
90;27;84;No;6424974;3605496;65056;50056;1534221
90;27;84;Yes;6424974;6038361;65056;50056;2547778
90;27;85;No;6424974;3647551;65056;50056;1546151
90;27;85;Yes;6424974;6080417;65056;50056;2559708
90;27;86;No;6424974;3689619;65056;50056;1558081
90;27;86;Yes;6424974;6122485;65056;50056;2571638
90;27;87;No;6424974;3731686;65056;50056;1570011
90;27;87;Yes;6424974;6164554;65056;50056;2583568
90;27;88;No;6424974;3773754;65056;50056;1581941
90;27;88;Yes;6424974;6206622;65056;50056;2595498
90;27;89;No;6424974;3815809;65056;50056;1593871
90;27;89;Yes;6424974;6248678;65056;50056;2607428
90;27;90;No;6424974;3857889;65056;50056;1605801
90;27;90;Yes;6424974;6290759;65056;50056;2619358
90;27;91;No;6424974;3899944;65056;50056;1617731
90;27;91;Yes;6424974;6332815;65056;50056;2631288
90;27;92;No;6424974;3942024;65056;50056;1629661
90;27;92;Yes;6424974;6374896;65056;50056;2643218
90;27;93;No;6424974;3984079;65056;50056;1641591
90;27;93;Yes;6424974;6416952;65056;50056;2655148
90;27;94;No;6424974;4026159;65056;50056;1653521
90;27;94;Yes;6424974;6459033;65056;50056;2667078
90;27;95;No;6424974;4068226;65056;50056;1665451
90;27;95;Yes;6424974;6501101;65056;50056;2679008
90;27;96;No;6424974;4110294;65056;50056;1677381
90;27;96;Yes;6424974;6543170;65056;50056;2690938
90;27;97;No;6424974;4152350;65056;50056;1689311
90;27;97;Yes;6424974;6585226;65056;50056;2702868
90;27;98;No;6424974;4194429;65056;50056;1701241
90;27;98;Yes;6424974;6627307;65056;50056;2714798
90;27;99;No;6424974;4236485;65056;50056;1713171
90;27;99;Yes;6424974;6669363;65056;50056;2726728
90;27;100;No;6424974;4278564;65056;50056;1725101
90;27;100;Yes;6424974;6711444;65056;50056;2738658
90;27;101;No;6424974;4320620;65056;50056;1737031
90;27;101;Yes;6424974;6753500;65056;50056;2750588
90;27;102;No;6424974;4362700;65056;50056;1748961
90;27;102;Yes;6424974;6795581;65056;50056;2762518
90;27;103;No;6424974;4404767;65056;50056;1760891
90;27;103;Yes;6424974;6837649;65056;50056;2774448
90;27;104;No;6424974;4446835;65056;50056;1772821
90;27;104;Yes;6424974;6879718;65056;50056;2786378
90;27;105;No;6424974;4488891;65056;50056;1784751
90;27;105;Yes;6424974;6921775;65056;50056;2798308
90;27;106;No;6424974;4530971;65056;50056;1796681
90;27;106;Yes;6424974;6963855;65056;50056;2810238
90;27;107;No;6424974;4573026;65056;50056;1808611
90;27;107;Yes;6424974;7005912;65056;50056;2822168
90;27;108;No;6424974;4615106;65056;50056;1820541
90;27;108;Yes;6424974;7047993;65056;50056;2834098
90;27;109;No;6424974;4657162;65056;50056;1832471
90;27;109;Yes;6424974;7090049;65056;50056;2846028
90;27;110;No;6424974;4699242;65056;50056;1844401
90;27;110;Yes;6424974;7132130;65056;50056;2857958
90;27;111;No;6424974;4741310;65056;50056;1856331
90;27;111;Yes;6424974;7174199;65056;50056;2869888
90;27;112;No;6424974;4783377;65056;50056;1868261
90;27;112;Yes;6424974;7216268;65056;50056;2881818
90;27;113;No;6424974;4825421;65056;50056;1880191
90;27;113;Yes;6424974;7258312;65056;50056;2893748
90;27;114;No;6424974;4867501;65056;50056;1892121
90;27;114;Yes;6424974;7300393;65056;50056;2905678
90;27;115;No;6424974;4909557;65056;50056;1904051
90;27;115;Yes;6424974;7342450;65056;50056;2917608
90;27;116;No;6424974;4951637;65056;50056;1915981
90;27;116;Yes;6424974;7384531;65056;50056;2929538
90;27;117;No;6424974;4993693;65056;50056;1927911
90;27;117;Yes;6424974;7426587;65056;50056;2941468
90;27;1;No;6424974;114004;65056;50056;544031
90;27;1;Yes;6424974;2546793;65056;50056;1557588
90;27;2;No;6424974;156082;65056;50056;555961
90;27;2;Yes;6424974;2588872;65056;50056;1569518
90;27;3;No;6424974;198148;65056;50056;567891
90;27;3;Yes;6424974;2630939;65056;50056;1581448
90;27;4;No;6424974;240226;65056;50056;579821
90;27;4;Yes;6424974;2673018;65056;50056;1593378
90;27;5;No;6424974;282280;65056;50056;591751
90;27;5;Yes;6424974;2715073;65056;50056;1605308
90;27;6;No;6424974;324359;65056;50056;603681
90;27;6;Yes;6424974;2757152;65056;50056;1617238
90;27;7;No;6424974;366425;65056;50056;615611
90;27;7;Yes;6424974;2799219;65056;50056;1629168
90;27;8;No;6424974;408491;65056;50056;627541
90;27;8;Yes;6424974;2841286;65056;50056;1641098
90;27;9;No;6424974;450545;65056;50056;639471
90;27;9;Yes;6424974;2883341;65056;50056;1653028
90;27;10;No;6424974;492623;65056;50056;651401
90;27;10;Yes;6424974;2925420;65056;50056;1664958
90;27;11;No;6424974;534678;65056;50056;663331
90;27;11;Yes;6424974;2967475;65056;50056;1676888
90;27;12;No;6424974;576756;65056;50056;675261
90;27;12;Yes;6424974;3009555;65056;50056;1688818
90;27;13;No;6424974;618810;65056;50056;687191
90;27;13;Yes;6424974;3051610;65056;50056;1700748
90;27;14;No;6424974;660888;65056;50056;699121
90;27;14;Yes;6424974;3093689;65056;50056;1712678
90;27;15;No;6424974;702931;65056;50056;711051
90;27;15;Yes;6424974;3135732;65056;50056;1724608
90;27;16;No;6424974;744997;65056;50056;722981
90;27;16;Yes;6424974;3177800;65056;50056;1736538
90;27;17;No;6424974;787051;65056;50056;734911
90;27;17;Yes;6424974;3219855;65056;50056;1748468
90;27;18;No;6424974;829130;65056;50056;746841
90;27;18;Yes;6424974;3261934;65056;50056;1760398
90;27;19;No;6424974;871184;65056;50056;758771
90;27;19;Yes;6424974;3303989;65056;50056;1772328
90;27;20;No;6424974;913263;65056;50056;770701
90;27;20;Yes;6424974;3346069;65056;50056;1784258
90;27;21;No;6424974;955317;65056;50056;782631
90;27;21;Yes;6424974;3388124;65056;50056;1796188
90;27;22;No;6424974;997395;65056;50056;794561
90;27;22;Yes;6424974;3430203;65056;50056;1808118
90;27;23;No;6424974;1039462;65056;50056;806491
90;27;23;Yes;6424974;3472271;65056;50056;1820048
90;27;24;No;6424974;1081528;65056;50056;818421
90;27;24;Yes;6424974;3514338;65056;50056;1831978
90;27;25;No;6424974;1123583;65056;50056;830351
90;27;25;Yes;6424974;3556393;65056;50056;1843908
90;27;26;No;6424974;1165661;65056;50056;842281
90;27;26;Yes;6424974;3598473;65056;50056;1855838
90;27;27;No;6424974;1207716;65056;50056;854211
90;27;27;Yes;6424974;3640528;65056;50056;1867768
90;27;28;No;6424974;1249794;65056;50056;866141
90;27;28;Yes;6424974;3682608;65056;50056;1879698
90;27;29;No;6424974;1291849;65056;50056;878071
90;27;29;Yes;6424974;3724663;65056;50056;1891628
90;27;30;No;6424974;1333927;65056;50056;890001
90;27;30;Yes;6424974;3766743;65056;50056;1903558
90;27;31;No;6424974;1375994;65056;50056;901931
90;27;31;Yes;6424974;3808810;65056;50056;1915488
90;27;32;No;6424974;1418060;65056;50056;913861
90;27;32;Yes;6424974;3850878;65056;50056;1927418
90;27;33;No;6424974;1460115;65056;50056;925791
90;27;33;Yes;6424974;3892933;65056;50056;1939348
90;27;34;No;6424974;1502194;65056;50056;937721
90;27;34;Yes;6424974;3935013;65056;50056;1951278
90;27;35;No;6424974;1544248;65056;50056;949651
90;27;35;Yes;6424974;3977068;65056;50056;1963208
90;27;36;No;6424974;1586327;65056;50056;961581
90;27;36;Yes;6424974;4019148;65056;50056;1975138
90;27;37;No;6424974;1628382;65056;50056;973511
90;27;37;Yes;6424974;4061203;65056;50056;1987068
90;27;38;No;6424974;1670460;65056;50056;985441
90;27;38;Yes;6424974;4103283;65056;50056;1998998
90;27;39;No;6424974;1712527;65056;50056;997371
90;27;39;Yes;6424974;4145350;65056;50056;2010928
90;27;40;No;6424974;1754594;65056;50056;1009301
90;27;40;Yes;6424974;4187418;65056;50056;2022858
90;27;41;No;6424974;1796648;65056;50056;1021231
90;27;41;Yes;6424974;4229474;65056;50056;2034788
90;27;42;No;6424974;1838727;65056;50056;1033161
90;27;42;Yes;6424974;4271553;65056;50056;2046718
90;27;43;No;6424974;1880782;65056;50056;1045091
90;27;43;Yes;6424974;4313609;65056;50056;2058648
90;27;44;No;6424974;1922861;65056;50056;1057021
90;27;44;Yes;6424974;4355689;65056;50056;2070578
90;27;45;No;6424974;1964915;65056;50056;1068951
90;27;45;Yes;6424974;4397744;65056;50056;2082508
90;27;46;No;6424974;2006994;65056;50056;1080881
90;27;46;Yes;6424974;4439824;65056;50056;2094438
90;27;47;No;6424974;2049061;65056;50056;1092811
90;27;47;Yes;6424974;4481892;65056;50056;2106368
90;27;48;No;6424974;2091128;65056;50056;1104741
90;27;48;Yes;6424974;4523960;65056;50056;2118298
90;27;49;No;6424974;2133171;65056;50056;1116671
90;27;49;Yes;6424974;4566003;65056;50056;2130228
90;27;50;No;6424974;2175250;65056;50056;1128601
90;27;50;Yes;6424974;4608083;65056;50056;2142158
90;27;51;No;6424974;2217304;65056;50056;1140531
90;27;51;Yes;6424974;4650139;65056;50056;2154088
90;27;52;No;6424974;2259383;65056;50056;1152461
90;27;52;Yes;6424974;4692219;65056;50056;2166018
90;27;53;No;6424974;2301438;65056;50056;1164391
90;27;53;Yes;6424974;4734274;65056;50056;2177948
90;27;54;No;6424974;2343517;65056;50056;1176321
90;27;54;Yes;6424974;4776354;65056;50056;2189878
90;27;55;No;6424974;2385584;65056;50056;1188251
90;27;55;Yes;6424974;4818422;65056;50056;2201808
90;27;56;No;6424974;2427651;65056;50056;1200181
90;27;56;Yes;6424974;4860490;65056;50056;2213738
90;27;57;No;6424974;2469694;65056;50056;1212111
90;27;57;Yes;6424974;4902534;65056;50056;2225668
90;27;58;No;6424974;2511773;65056;50056;1224041
90;27;58;Yes;6424974;4944614;65056;50056;2237598
90;27;59;No;6424974;2553828;65056;50056;1235971
90;27;59;Yes;6424974;4986670;65056;50056;2249528
90;27;60;No;6424974;2595907;65056;50056;1247901
90;27;60;Yes;6424974;5028750;65056;50056;2261458
90;27;61;No;6424974;2637962;65056;50056;1259831
90;27;61;Yes;6424974;5070806;65056;50056;2273388
90;27;62;No;6424974;2680041;65056;50056;1271761
90;27;62;Yes;6424974;5112886;65056;50056;2285318
90;27;63;No;6424974;2722096;65056;50056;1283691
90;27;63;Yes;6424974;5154942;65056;50056;2297248
90;27;64;No;6424974;2764163;65056;50056;1295621
90;27;64;Yes;6424974;5197010;65056;50056;2309178
90;27;65;No;6424974;2806218;65056;50056;1307551
90;27;65;Yes;6424974;5239066;65056;50056;2321108
90;27;66;No;6424974;2848297;65056;50056;1319481
90;27;66;Yes;6424974;5281146;65056;50056;2333038
90;27;67;No;6424974;2890353;65056;50056;1331411
90;27;67;Yes;6424974;5323202;65056;50056;2344968
90;27;68;No;6424974;2932432;65056;50056;1343341
90;27;68;Yes;6424974;5365282;65056;50056;2356898
90;27;69;No;6424974;2974487;65056;50056;1355271
90;27;69;Yes;6424974;5407338;65056;50056;2368828
90;27;70;No;6424974;3016566;65056;50056;1367201
90;27;70;Yes;6424974;5449418;65056;50056;2380758
90;27;71;No;6424974;3058633;65056;50056;1379131
90;27;71;Yes;6424974;5491486;65056;50056;2392688
90;27;72;No;6424974;3100700;65056;50056;1391061
90;27;72;Yes;6424974;5533554;65056;50056;2404618
90;27;73;No;6424974;3142756;65056;50056;1402991
90;27;73;Yes;6424974;5575610;65056;50056;2416548
90;27;74;No;6424974;3184835;65056;50056;1414921
90;27;74;Yes;6424974;5617690;65056;50056;2428478
90;27;75;No;6424974;3226890;65056;50056;1426851
90;27;75;Yes;6424974;5659746;65056;50056;2440408
90;27;76;No;6424974;3268969;65056;50056;1438781
90;27;76;Yes;6424974;5701827;65056;50056;2452338
90;27;77;No;6424974;3311025;65056;50056;1450711
90;27;77;Yes;6424974;5743883;65056;50056;2464268
90;27;78;No;6424974;3353104;65056;50056;1462641
90;27;78;Yes;6424974;5785963;65056;50056;2476198
90;27;79;No;6424974;3395159;65056;50056;1474571
90;27;79;Yes;6424974;5828019;65056;50056;2488128
90;27;80;No;6424974;3437227;65056;50056;1486501
90;27;80;Yes;6424974;5870088;65056;50056;2500058
90;27;81;No;6424974;3479282;65056;50056;1498431
90;27;81;Yes;6424974;5912144;65056;50056;2511988
90;27;82;No;6424974;3521361;65056;50056;1510361
90;27;82;Yes;6424974;5954224;65056;50056;2523918
90;27;83;No;6424974;3563417;65056;50056;1522291
90;27;83;Yes;6424974;5996280;65056;50056;2535848
90;27;84;No;6424974;3605496;65056;50056;1534221
90;27;84;Yes;6424974;6038361;65056;50056;2547778
90;27;85;No;6424974;3647551;65056;50056;1546151
90;27;85;Yes;6424974;6080417;65056;50056;2559708
90;27;86;No;6424974;3689619;65056;50056;1558081
90;27;86;Yes;6424974;6122485;65056;50056;2571638
90;27;87;No;6424974;3731686;65056;50056;1570011
90;27;87;Yes;6424974;6164554;65056;50056;2583568
90;27;88;No;6424974;3773754;65056;50056;1581941
90;27;88;Yes;6424974;6206622;65056;50056;2595498
90;27;89;No;6424974;3815809;65056;50056;1593871
90;27;89;Yes;6424974;6248678;65056;50056;2607428
90;27;90;No;6424974;3857889;65056;50056;1605801
90;27;90;Yes;6424974;6290759;65056;50056;2619358
90;27;91;No;6424974;3899944;65056;50056;1617731
90;27;91;Yes;6424974;6332815;65056;50056;2631288
90;27;92;No;6424974;3942024;65056;50056;1629661
90;27;92;Yes;6424974;6374896;65056;50056;2643218
90;27;93;No;6424974;3984079;65056;50056;1641591
90;27;93;Yes;6424974;6416952;65056;50056;2655148
90;27;94;No;6424974;4026159;65056;50056;1653521
90;27;94;Yes;6424974;6459033;65056;50056;2667078
90;27;95;No;6424974;4068226;65056;50056;1665451
90;27;95;Yes;6424974;6501101;65056;50056;2679008
90;27;96;No;6424974;4110294;65056;50056;1677381
90;27;96;Yes;6424974;6543170;65056;50056;2690938
90;27;97;No;6424974;4152350;65056;50056;1689311
90;27;97;Yes;6424974;6585226;65056;50056;2702868
90;27;98;No;6424974;4194429;65056;50056;1701241
90;27;98;Yes;6424974;6627307;65056;50056;2714798
90;27;99;No;6424974;4236485;65056;50056;1713171
90;27;99;Yes;6424974;6669363;65056;50056;2726728
90;27;100;No;6424974;4278564;65056;50056;1725101
90;27;100;Yes;6424974;6711444;65056;50056;2738658
90;27;101;No;6424974;4320620;65056;50056;1737031
90;27;101;Yes;6424974;6753500;65056;50056;2750588
90;27;102;No;6424974;4362700;65056;50056;1748961
90;27;102;Yes;6424974;6795581;65056;50056;2762518
90;27;103;No;6424974;4404767;65056;50056;1760891
90;27;103;Yes;6424974;6837649;65056;50056;2774448
90;27;104;No;6424974;4446835;65056;50056;1772821
90;27;104;Yes;6424974;6879718;65056;50056;2786378
90;27;105;No;6424974;4488891;65056;50056;1784751
90;27;105;Yes;6424974;6921775;65056;50056;2798308
90;27;106;No;6424974;4530971;65056;50056;1796681
90;27;106;Yes;6424974;6963855;65056;50056;2810238
90;27;107;No;6424974;4573026;65056;50056;1808611
90;27;107;Yes;6424974;7005912;65056;50056;2822168
90;27;108;No;6424974;4615106;65056;50056;1820541
90;27;108;Yes;6424974;7047993;65056;50056;2834098
90;27;109;No;6424974;4657162;65056;50056;1832471
90;27;109;Yes;6424974;7090049;65056;50056;2846028
90;27;110;No;6424974;4699242;65056;50056;1844401
90;27;110;Yes;6424974;7132130;65056;50056;2857958
90;27;111;No;6424974;4741310;65056;50056;1856331
90;27;111;Yes;6424974;7174199;65056;50056;2869888
90;27;112;No;6424974;4783377;65056;50056;1868261
90;27;112;Yes;6424974;7216268;65056;50056;2881818
90;27;113;No;6424974;4825421;65056;50056;1880191
90;27;113;Yes;6424974;7258312;65056;50056;2893748
90;27;114;No;6424974;4867501;65056;50056;1892121
90;27;114;Yes;6424974;7300393;65056;50056;2905678
90;27;115;No;6424974;4909557;65056;50056;1904051
90;27;115;Yes;6424974;7342450;65056;50056;2917608
90;27;116;No;6424974;4951637;65056;50056;1915981
90;27;116;Yes;6424974;7384531;65056;50056;2929538
90;27;117;No;6424974;4993693;65056;50056;1927911
90;27;117;Yes;6424974;7426587;65056;50056;2941468
100;20;1;No;6558429;114004;65056;50056;557021
100;20;1;Yes;6558429;2608186;65056;50056;1596382
100;20;2;No;6558429;156082;65056;50056;568951
100;20;2;Yes;6558429;2650265;65056;50056;1608312
100;20;3;No;6558429;198148;65056;50056;580881
100;20;3;Yes;6558429;2692332;65056;50056;1620242
100;20;4;No;6558429;240226;65056;50056;592811
100;20;4;Yes;6558429;2734411;65056;50056;1632172
100;20;5;No;6558429;282280;65056;50056;604741
100;20;5;Yes;6558429;2776466;65056;50056;1644102
100;20;6;No;6558429;324359;65056;50056;616671
100;20;6;Yes;6558429;2818545;65056;50056;1656032
100;20;7;No;6558429;366425;65056;50056;628601
100;20;7;Yes;6558429;2860613;65056;50056;1667962
100;20;8;No;6558429;408491;65056;50056;640531
100;20;8;Yes;6558429;2902680;65056;50056;1679892
100;20;9;No;6558429;450545;65056;50056;652461
100;20;9;Yes;6558429;2944735;65056;50056;1691822
100;20;10;No;6558429;492623;65056;50056;664391
100;20;10;Yes;6558429;2986814;65056;50056;1703752
100;20;11;No;6558429;534678;65056;50056;676321
100;20;11;Yes;6558429;3028869;65056;50056;1715682
100;20;12;No;6558429;576756;65056;50056;688251
100;20;12;Yes;6558429;3070948;65056;50056;1727612
100;20;13;No;6558429;618810;65056;50056;700181
100;20;13;Yes;6558429;3113004;65056;50056;1739542
100;20;14;No;6558429;660888;65056;50056;712111
100;20;14;Yes;6558429;3155083;65056;50056;1751472
100;20;15;No;6558429;702955;65056;50056;724041
100;20;15;Yes;6558429;3197150;65056;50056;1763402
100;20;16;No;6558429;745021;65056;50056;735971
100;20;16;Yes;6558429;3239217;65056;50056;1775332
100;20;17;No;6558429;787075;65056;50056;747901
100;20;17;Yes;6558429;3281273;65056;50056;1787262
100;20;18;No;6558429;829154;65056;50056;759831
100;20;18;Yes;6558429;3323352;65056;50056;1799192
100;20;19;No;6558429;871208;65056;50056;771761
100;20;19;Yes;6558429;3365407;65056;50056;1811122
100;20;20;No;6558429;913275;65056;50056;783691
100;20;20;Yes;6558429;3407475;65056;50056;1823052
100;20;21;No;6558429;955329;65056;50056;795621
100;20;21;Yes;6558429;3449530;65056;50056;1834982
100;20;22;No;6558429;997407;65056;50056;807551
100;20;22;Yes;6558429;3491609;65056;50056;1846912
100;20;23;No;6558429;1039462;65056;50056;819481
100;20;23;Yes;6558429;3533665;65056;50056;1858842
100;20;24;No;6558429;1081528;65056;50056;831411
100;20;24;Yes;6558429;3575732;65056;50056;1870772
100;20;25;No;6558429;1123583;65056;50056;843341
100;20;25;Yes;6558429;3617787;65056;50056;1882702
100;20;26;No;6558429;1165661;65056;50056;855271
100;20;26;Yes;6558429;3659867;65056;50056;1894632
100;20;27;No;6558429;1207716;65056;50056;867201
100;20;27;Yes;6558429;3701922;65056;50056;1906562
100;20;28;No;6558429;1249794;65056;50056;879131
100;20;28;Yes;6558429;3744002;65056;50056;1918492
100;20;29;No;6558429;1291837;65056;50056;891061
100;20;29;Yes;6558429;3786045;65056;50056;1930422
100;20;30;No;6558429;1333915;65056;50056;902991
100;20;30;Yes;6558429;3828125;65056;50056;1942352
100;20;31;No;6558429;1375982;65056;50056;914921
100;20;31;Yes;6558429;3870192;65056;50056;1954282
100;20;32;No;6558429;1418048;65056;50056;926851
100;20;32;Yes;6558429;3912260;65056;50056;1966212
100;20;33;No;6558429;1460103;65056;50056;938781
100;20;33;Yes;6558429;3954315;65056;50056;1978142
100;20;34;No;6558429;1502182;65056;50056;950711
100;20;34;Yes;6558429;3996395;65056;50056;1990072
100;20;35;No;6558429;1544236;65056;50056;962641
100;20;35;Yes;6558429;4038450;65056;50056;2002002
100;20;36;No;6558429;1586315;65056;50056;974571
100;20;36;Yes;6558429;4080530;65056;50056;2013932
100;20;37;No;6558429;1628370;65056;50056;986501
100;20;37;Yes;6558429;4122586;65056;50056;2025862
100;20;38;No;6558429;1670448;65056;50056;998431
100;20;38;Yes;6558429;4164665;65056;50056;2037792
100;20;39;No;6558429;1712515;65056;50056;1010361
100;20;39;Yes;6558429;4206733;65056;50056;2049722
100;20;40;No;6558429;1754582;65056;50056;1022291
100;20;40;Yes;6558429;4248800;65056;50056;2061652
100;20;41;No;6558429;1796636;65056;50056;1034221
100;20;41;Yes;6558429;4290856;65056;50056;2073582
100;20;42;No;6558429;1838715;65056;50056;1046151
100;20;42;Yes;6558429;4332936;65056;50056;2085512
100;20;43;No;6558429;1880770;65056;50056;1058081
